Time,ServiceFee_Rate,Player,Chips,WinOrLose,Value,FinalChips
2025-05-13,154,Citizen,-1000,Lose,-1000,-1000.00
2025-05-13,154,Anton,-2000,Lose,-2000,-2000.00
2025-05-13,154,Onion,1220,Win,1220,1180.86
2025-05-13,154,topOne,-1500,Lose,-1500,-1500.00
2025-05-13,154,Seek,3180,Win,3180,3077.97
2025-06-23,168,RealStrong,575,Win,575,528.78
2025-06-23,168,BigTree,-1500,Lose,-1500,-1500.00
2025-06-23,168,West,-590,Lose,-590,-590.00
2025-06-23,168,Peter,10,Win,10,9.20
2025-06-23,168,Jerry,315,Win,315,289.68
2025-06-23,168,Anton,940,Win,940,864.44
2025-06-23,168,topOne,250,Win,250,229.90
2025-06-24,138,RealStrong,700,Win,700,636.45
2025-06-24,138,BigBrave,150,Win,150,136.38
2025-06-24,138,Peter,170,Win,170,154.57
2025-06-24,138,Citizen,-520,Lose,-520,-520.00
2025-06-24,138,Anton,500,Win,500,454.61
2025-06-24,138,topOne,-1000,Lose,-1000,-1000.00
2025-06-26,178,RealStrong,788,Win,788,743.75
2025-06-26,178,BigTree,266,Win,266,251.06
2025-06-26,178,West,374,Win,374,353.00
2025-06-26,178,Shawn,-1500,Lose,-1500,-1500.00
2025-06-26,178,Panda,788,Win,788,743.75
2025-06-26,178,Peter,-150,Lose,-150,-150.00
2025-06-26,178,Citizen,600,Win,600,566.31
2025-06-26,178,Albert,-470,Lose,-470,-470.00
2025-06-26,178,Anton,-1050,Lose,-1050,-1050.00
2025-06-26,178,topOne,354,Win,354,334.12
2025-07-07,166,RealStrong,550,Win,550,527.46
2025-07-07,166,mimi,-330,Lose,-330,-330.00
2025-07-07,166,BigBrave,-950,Lose,-950,-950.00
2025-07-07,166,Panda,700,Win,700,671.31
2025-07-07,166,Peter,2550,Win,2550,2445.48
2025-07-07,166,Jerry,250,Win,250,239.75
2025-07-07,166,Anton,-2150,Lose,-2150,-2150.00
2025-07-07,166,topOne,-620,Lose,-620,-620.00
2025-07-08,337,RealStrong,2100,Win,2100,1963.38
2025-07-08,337,West,-1580,Lose,-1580,-1580.00
2025-07-08,337,Peter,-550,Lose,-550,-550.00
2025-07-08,337,BigBrave,2100,Win,2100,1963.38
2025-07-08,337,Citizen,920,Win,920,860.15
2025-07-08,337,Onion,60,Win,60,56.10
2025-07-08,337,Anton,-2350,Lose,-2350,-2350.00
2025-07-08,337,topOne,-700,Lose,-700,-700.00
2025-07-09,126,RealStrong,800,Win,800,746.38
2025-07-09,126,mimi,-30,Lose,-30,-30.00
2025-07-09,126,BigBrave,165,Win,165,153.94
2025-07-09,126,West,-1850,Lose,-1850,-1850.00
2025-07-09,126,Peter,750,Win,750,699.73
2025-07-09,126,Seek,165,Win,165,153.94
